plant,day,buffer_gap,inventory,shortfall,target_inventory,target_days
P6,21,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,22,2319.809115393582,159014.8554299929,0.0,161334.66454538648,26.0
P6,23,2236.3377421693294,159098.32680321715,0.0,161334.66454538648,26.0
P6,24,2218.3523169080436,159116.31222847843,0.0,161334.66454538648,26.0
P6,25,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,26,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,27,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,28,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,29,0.0,162095.10554320624,0.0,161334.66454538648,26.0
P6,30,0.0,161849.27391617373,0.0,161334.66454538648,26.0
P6,31,0.0,161467.82891019178,0.0,161334.66454538648,26.0
P6,32,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,33,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,34,0.0,161366.0113754866,0.0,161334.66454538648,26.0
P6,35,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,36,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,37,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,38,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,39,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,40,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,41,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,42,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,43,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,44,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,45,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,46,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,47,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,48,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,49,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,50,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,51,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,52,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,53,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,54,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,55,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,56,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,57,0.0,161664.54286038695,0.0,161334.66454538648,26.0
P6,58,0.0,161334.66454538648,0.0,161334.66454538648,26.0
P6,59,0.0,161334.66454538648,0.0,161334.66454538648,26.0
